,,읍면동명,시군구,투표구명,선거인수,투표수,더불어민주당 문재인,자유한국당 홍준표,국민의당 안철수,바른정당 유승민,정의당 심상정,새누리당 조원진,경제애국당 오영국,국민대통합당 장성민,늘푸른한국당 이재오,민중연합당 김선동,한국국민당 이경희,홍익당 윤홍식,무소속 김민찬,계,무효투표수,기권수
경기도,합계,,경기도,,"10,262,309","7,916,009","3,319,812","1,637,345","1,807,308","540,023","546,373","10,778","1,302","5,058","1,858","6,139","2,213","2,883","6,553","7,887,645","28,364","2,346,300"
경기도,수원시장안구,합계,경기도수원시장안구,,"239,609","190,917","81,392","37,143","43,344","13,774","13,660",245,33,136,43,180,43,69,149,"190,211",706,"48,692"
경기도,수원시장안구,파장동,경기도수원시장안구파장동,합계,"19,520","14,494","5,848","3,229","3,469",905,933,20,0,12,0,21,3,6,8,"14,454",40,"5,026"
경기도,수원시장안구,율천동,경기도수원시장안구율천동,합계,"32,202","26,533","11,935","4,177","5,859","2,289","2,068",29,3,12,3,20,3,8,15,"26,421",112,"5,669"
경기도,수원시장안구,정자1동,경기도수원시장안구정자1동,합계,"24,602","19,493","8,531","3,710","4,388","1,426","1,321",15,1,15,1,16,5,4,11,"19,444",49,"5,109"
경기도,수원시장안구,정자2동,경기도수원시장안구정자2동,합계,"22,810","17,436","7,292","3,680","4,021","1,118","1,174",30,4,17,3,26,10,11,6,"17,392",44,"5,374"
경기도,수원시장안구,정자3동,경기도수원시장안구정자3동,합계,"30,106","25,739","12,499","3,795","5,407","2,008","1,887",26,0,12,4,17,2,10,21,"25,688",51,"4,367"
경기도,수원시장안구,영화동,경기도수원시장안구영화동,합계,"17,541","11,935","4,296","3,229","2,867",666,766,12,2,6,6,10,2,10,10,"11,882",53,"5,606"
경기도,수원시장안구,송죽동,경기도수원시장안구송죽동,합계,"14,820","11,042","4,513","2,298","2,643",710,778,28,3,12,6,5,5,0,8,"11,009",33,"3,778"
경기도,수원시장안구,조원1동,경기도수원시장안구조원1동,합계,"23,500","17,344","6,693","4,122","4,023","1,093","1,256",19,7,20,8,9,4,6,17,"17,277",67,"6,156"
경기도,수원시장안구,조원2동,경기도수원시장안구조원2동,합계,"15,317","12,989","5,291","2,684","2,991","1,038",928,13,0,4,2,8,1,2,2,"12,964",25,"2,328"
경기도,수원시장안구,연무동,경기도수원시장안구연무동,합계,"15,525","10,632","3,600","3,091","2,546",584,699,19,2,13,2,11,4,6,11,"10,588",44,"4,893"
경기도,수원시권선구,합계,경기도수원시권선구,,"290,343","222,078","95,263","42,801","51,061","15,482","15,573",273,43,175,60,195,69,77,206,"221,278",800,"68,265"
경기도,수원시권선구,세류1동,경기도수원시권선구세류1동,합계,"8,772","6,804","2,744","1,539","1,553",460,461,12,1,5,2,1,2,1,7,"6,788",16,"1,968"
경기도,수원시권선구,세류2동,경기도수원시권선구세류2동,합계,"20,404","13,017","4,899","3,162","3,191",780,862,20,2,15,6,11,2,2,14,"12,966",51,"7,387"
경기도,수원시권선구,세류3동,경기도수원시권선구세류3동,합계,"18,817","12,370","4,626","3,109","3,012",731,776,13,8,11,0,11,8,6,14,"12,325",45,"6,447"
경기도,수원시권선구,평동,경기도수원시권선구평동,합계,"27,203","19,868","7,798","4,410","4,783","1,311","1,407",22,1,18,9,16,3,9,20,"19,807",61,"7,335"
경기도,수원시권선구,서둔동,경기도수원시권선구서둔동,합계,"30,539","21,348","8,482","4,603","5,111","1,371","1,561",33,5,37,5,19,7,13,20,"21,267",81,"9,191"
경기도,수원시권선구,구운동,경기도수원시권선구구운동,합계,"20,570","15,401","6,411","3,296","3,617",923,"1,027",16,3,8,3,10,6,9,12,"15,341",60,"5,169"
경기도,수원시권선구,권선1동,경기도수원시권선구권선1동,합계,"19,466","13,546","5,521","2,957","3,062",983,898,17,7,9,5,11,7,3,19,"13,499",47,"5,920"
경기도,수원시권선구,권선2동,경기도수원시권선구권선2동,합계,"34,704","28,442","12,452","5,194","6,512","2,271","1,832",23,2,22,6,14,7,6,20,"28,361",81,"6,262"
경기도,수원시권선구,곡선동,경기도수원시권선구곡선동,합계,"22,536","16,094","7,512","2,444","3,632","1,238","1,164",20,2,8,4,7,7,6,11,"16,055",39,"6,442"
경기도,수원시권선구,입북동,경기도수원시권선구입북동,합계,"12,517","10,228","4,583","1,744","2,349",743,741,15,1,9,1,5,0,1,11,"10,203",25,"2,289"
경기도,수원시권선구,금곡동,경기도수원시권선구금곡동,합계,"25,359","20,441","9,241","3,798","4,520","1,379","1,360",28,0,9,3,41,1,7,6,"20,393",48,"4,918"
경기도,수원시권선구,호매실동,경기도수원시권선구호매실동,합계,"21,268","16,674","7,743","2,703","3,788","1,149","1,164",10,0,13,3,25,5,3,8,"16,614",60,"4,594"
경기도,수원시팔달구,합계,경기도수원시팔달구,,"167,122","123,458","49,814","27,782","28,228","8,218","8,315",172,20,94,27,105,36,53,109,"122,973",485,"43,664"
경기도,수원시팔달구,행궁동,경기도수원시팔달구행궁동,합계,"9,685","6,304","2,067","2,006","1,477",341,342,15,2,9,0,11,2,3,4,"6,279",25,"3,381"
경기도,수원시팔달구,매교동,경기도수원시팔달구매교동,합계,"8,516","5,518","1,870","1,656","1,381",262,293,8,0,4,2,9,3,4,4,"5,496",22,"2,998"
경기도,수원시팔달구,매산동,경기도수원시팔달구매산동,합계,"9,549","6,574","2,475","1,650","1,509",407,480,9,3,3,0,3,0,1,8,"6,548",26,"2,975"
경기도,수원시팔달구,고등동,경기도수원시팔달구고등동,합계,"8,344","5,379","1,957","1,479","1,332",253,320,8,0,8,0,9,2,1,2,"5,371",8,"2,965"
경기도,수원시팔달구,화서1동,경기도수원시팔달구화서1동,합계,"19,092","13,813","5,464","3,233","3,256",820,919,9,4,14,1,11,7,6,16,"13,760",53,"5,279"
경기도,수원시팔달구,화서2동,경기도수원시팔달구화서2동,합계,"20,157","16,727","7,467","3,094","3,600","1,294","1,147",21,0,10,5,20,0,8,8,"16,674",53,"3,430"
경기도,수원시팔달구,지동,경기도수원시팔달구지동,합계,"11,714","7,813","2,665","2,349","1,847",401,455,15,3,11,3,3,3,4,13,"7,772",41,"3,901"
경기도,수원시팔달구,우만1동,경기도수원시팔달구우만1동,합계,"17,347","11,738","4,546","2,761","2,794",754,766,14,2,10,2,8,6,10,9,"11,682",56,"5,609"
경기도,수원시팔달구,우만2동,경기도수원시팔달구우만2동,합계,"13,587","11,128","4,718","2,179","2,469",926,765,21,0,3,2,8,1,3,3,"11,098",30,"2,459"
경기도,수원시팔달구,인계동,경기도수원시팔달구인계동,합계,"32,101","21,693","8,670","4,887","5,036","1,471","1,471",31,3,10,5,11,6,6,20,"21,627",66,"10,408"
경기도,수원시영통구,합계,경기도수원시영통구,,"264,002","220,307","105,181","33,354","46,872","18,468","15,086",228,23,92,26,117,24,54,124,"219,649",658,"43,695"
경기도,수원시영통구,매탄1동,경기도수원시영통구매탄1동,합계,"15,217","12,099","5,136","2,409","2,727",930,819,20,1,4,3,9,5,4,1,"12,068",31,"3,118"
경기도,수원시영통구,매탄2동,경기도수원시영통구매탄2동,합계,"12,083","9,055","3,730","1,966","2,123",626,545,9,1,5,3,8,2,3,10,"9,031",24,"3,028"
경기도,수원시영통구,매탄3동,경기도수원시영통구매탄3동,합계,"26,220","21,111","9,898","3,393","4,472","1,724","1,485",18,1,24,2,14,1,3,16,"21,051",60,"5,109"
경기도,수원시영통구,매탄4동,경기도수원시영통구매탄4동,합계,"17,232","13,175","5,587","2,503","3,001",993,986,17,1,12,2,16,4,3,6,"13,131",44,"4,057"
경기도,수원시영통구,원천동,경기도수원시영통구원천동,합계,"17,612","13,630","6,538","2,090","2,827","1,167",908,20,2,3,1,11,0,4,4,"13,575",55,"3,982"
경기도,수원시영통구,영통1동,경기도수원시영통구영통1동,합계,"28,684","23,884","11,742","3,434","4,914","2,065","1,594",29,1,10,5,14,1,5,14,"23,828",56,"4,800"
경기도,수원시영통구,영통2동,경기도수원시영통구영통2동,합계,"32,697","27,962","14,138","3,737","5,565","2,414","1,958",24,2,6,4,7,4,9,10,"27,878",84,"4,735"
경기도,수원시영통구,태장동,경기도수원시영통구태장동,합계,"36,777","30,001","14,104","4,579","6,642","2,561","1,981",20,0,10,2,11,2,3,17,"29,932",69,"6,776"
경기도,수원시영통구,광교1동,경기도수원시영통구광교1동,합계,"30,323","25,722","12,739","3,450","5,591","2,299","1,561",27,4,5,0,3,0,5,6,"25,690",32,"4,601"
경기도,수원시영통구,광교2동,경기도수원시영통구광교2동,합계,"16,801","13,789","6,702","2,192","3,009",981,825,27,0,5,0,8,2,4,8,"13,763",26,"3,012"
경기도,성남시수정구,합계,경기도성남시수정구,,"201,105","149,414","63,867","28,395","36,752","9,315","9,649",201,27,120,22,253,48,64,129,"148,842",572,"51,691"
경기도,성남시수정구,신흥1동,경기도성남시수정구신흥1동,합계,"12,104","7,821","3,241","1,533","2,099",373,477,23,0,11,0,21,3,3,5,"7,789",32,"4,283"
경기도,성남시수정구,신흥2동,경기도성남시수정구신흥2동,합계,"15,086","10,316","4,244","1,958","2,735",624,652,16,2,13,0,22,2,6,10,"10,284",32,"4,770"
경기도,성남시수정구,신흥3동,경기도성남시수정구신흥3동,합계,"9,818","6,588","2,650","1,364","1,765",367,386,6,0,5,1,10,1,6,6,"6,567",21,"3,230"
경기도,성남시수정구,태평1동,경기도성남시수정구태평1동,합계,"14,223","10,008","4,357","1,948","2,427",538,650,8,2,10,0,16,2,5,7,"9,970",38,"4,215"
경기도,성남시수정구,태평2동,경기도성남시수정구태평2동,합계,"12,455","8,297","3,447","1,572","2,273",414,504,10,3,6,1,17,4,2,5,"8,258",39,"4,158"
경기도,성남시수정구,태평3동,경기도성남시수정구태평3동,합계,"12,213","8,624","3,559","1,691","2,211",500,563,14,1,8,1,27,1,4,12,"8,592",32,"3,589"
경기도,성남시수정구,태평4동,경기도성남시수정구태평4동,합계,"10,959","7,439","3,118","1,418","1,955",394,476,12,3,6,1,14,5,5,5,"7,412",27,"3,520"
경기도,성남시수정구,수진1동,경기도성남시수정구수진1동,합계,"11,444","7,360","3,051","1,505","1,910",348,445,10,1,10,3,21,5,6,7,"7,322",38,"4,084"
경기도,성남시수정구,수진2동,경기도성남시수정구수진2동,합계,"13,947","10,121","4,183","2,140","2,527",592,610,12,0,3,3,12,3,2,4,"10,091",30,"3,826"
경기도,성남시수정구,단대동,경기도성남시수정구단대동,합계,"12,137","8,963","3,815","1,794","2,114",578,580,8,6,4,3,9,5,5,6,"8,927",36,"3,174"
경기도,성남시수정구,산성동,경기도성남시수정구산성동,합계,"11,448","8,140","3,614","1,492","2,017",421,515,14,1,7,1,16,1,4,6,"8,109",31,"3,308"
경기도,성남시수정구,양지동,경기도성남시수정구양지동,합계,"8,770","6,655","2,877","1,233","1,702",368,403,10,1,5,1,21,0,3,9,"6,633",22,"2,115"
경기도,성남시수정구,복정동,경기도성남시수정구복정동,합계,"9,420","7,378","3,708","1,040","1,430",575,578,4,1,6,0,6,1,0,4,"7,353",25,"2,042"
경기도,성남시수정구,신촌동,경기도성남시수정구신촌동,합계,"3,063","2,411",850,568,606,215,148,5,0,5,3,1,0,1,1,"2,403",8,652
